id,ideia,categoria,descricao,paises,links,preco_observado,n_anunciantes,dias_anuncio_ativo_mais_antigo,variacoes_max,contagem_busca,saturacao_es_vs_pt,angulo_anuncio,sinais,eliminatoria_suspeita_fase1,fontes,eliminada,motivo_eliminacao,links_busca_adlibrary
L54,Devocional / diário de oração digital,Ebook / journal,Diário de oração de 365 dias ou devocional temático em PDF.,US; ES vários,https://www.facebook.com/ads/library/?id=1792545215214078 | https://www.facebook.com/ads/library/?id=28000670769632875 | https://www.facebook.com/ads/library/?id=1150490140976805,não verificado,6,não verificado,13,'diario de oración' = 903 (ruído),ES chegando.,Fé,El Club de Los E-books tem 8 anúncios ('Oraciones que el cielo responde'). Faz parte do cluster cristão com L57 e L58.,Fora do DNA. Risco de promessa espiritual.,fase1_global,sim (E0),"Devocional/diário de oração é para uso pessoal e espiritual do próprio comprador. Não há ângulo de produzir, revender ou prestar serviço.",https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=MX&q=diario%20de%20oraci%C3%B3n&search_type=keyword_unordered
L56,"Templates para presentes personalizados físicos (quadros de casal, ímãs, canecas com nome)",Templates para presentes,Templates Canva para criar quadros e ímãs por data e destinatário e vender localmente.,"CO, MX (não verificado)",https://pay.hotmart.com/M104164269T | https://pay.hotmart.com/N103896032H | https://pay.hotmart.com/B101865987D,"US$3,90 (Pack 30 Plantillas Cuadros en Pareja)",não verificado,não verificado,não verificado,não rodado,não verificado,não verificado,"Há só 2 ou 3 produtos na Hotmart. O DNA é parecido com o do Mimo, no lado físico.",Nenhuma aparente. Demanda não verificada.,fase1_hotmart_es,não,"Sobrevive. O anúncio pode vender só o entregável, mostrando a edição no Canva e os mockups dos quadros e ímãs prontos, sem citar quanto se ganha (E2 ok). O custo físico é do comprador, não do produtor (E3 ok), e o pack de templates fica pronto em menos de 14 dias (E5 ok). Tem ângulo duplo: fazer o do próprio casal ou vender localmente. Atenção a E4: a licença tem de ser de uso comercial para produzir peças, nunca para revender os arquivos.",
L57,Material cristão imprimível para ensinar crianças (Escola Dominical/EBV com 52 lições; jogos e catequese católica),Material cristão imprimível (uso próprio),"PDF com 52 aulas prontas por faixa etária (história, atividade, jogo e folha para colorir) para quem dá aula na escola dominical ou na escola bíblica de férias. Variante católica: jogos bíblicos para imprimir (tabuleiro, cartas, dinâmicas), material para coroinhas e catequese e a missa explicada para crianças. Download imediato.","MX, CO, PE, AR, CL, US (USD na maioria); MX em MXN; Espanha/UE em EUR (Book Digital); anunciantes BRL operando em ES",https://www.facebook.com/ads/library/?id=1065612009682467 | https://www.facebook.com/ads/library/?id=935615315801270 | https://www.facebook.com/ads/library/?id=1408284694545043 | https://www.facebook.com/ads/library/?id=1339648501490124 | https://www.facebook.com/ads/library/?id=2207771433416512 | https://www.facebook.com/ads/library/?id=1605578374250466 | https://www.facebook.com/ads/library/?id=960747670184450 | https://www.facebook.com/ads/library/?id=1807257463776916 | https://www.facebook.com/ads/library/?id=945543148611521 | https://www.facebook.com/ads/library/?id=1716806826064527 | https://www.facebook.com/ads/library/?id=28762321860046276 | https://www.facebook.com/ads/library/?id=28258302757145973,"Escola dominical: US$12,90 no título ('Un año completo por US$ 12.90', Raíces de Fe). Católico: MXN 49 (~US$2,7, 'Material para Monaguillos') e MXN 79 (~US$4,3, 'La Gran Aventura de la Fe'); '+10 juegos por solo $50'. Hotmart não verificado.","5 (escola dominical, 2 deles com produto incerto); 3 (católico)","132,3 (Sonrisas De Fe, católico; proxy); escola dominical 46,0 (Marilú y los Niños)","142 (Crea Fácil, produto incerto); 21 (Sonrisas De Fe)",'escuela dominical' ES11 = 692; 'catequesis material imprimible' = 7; 'juegos imprimibles' = 382 (cluster parcial); 'dinámicas bíblicas' = 190 (cluster parcial),"ES: poucos anunciantes longevos, com operações BR traduzindo a oferta. PT não verificado.","Ferramenta e tempo poupado ('52 domingos resueltos', 'Así preparo mi clase'); no católico, produto com preço no título. Sem promessa de dinheiro.","Escola dominical: Marilú y los Niños tem ~15 anúncios, o mais antigo com 46,0 d. Camila Núñez (operação BR, título em PT 'Converse conosco') tem ~17 anúncios há 38,1 d. Raíces de Fe tem 6 anúncios há 3,7 d ('52 domingos resueltos', '52 lecciones listas para imprimir'). Bendiciones creativas (58 a 60 anúncios, limite 1,9 d, 'RECIBELO GRATIS HOY') e Crea Fácil (142 anúncios) aparecem no termo, mas com produto incerto; Bendiciones creativas também aparece no L33. Católico: Sonrisas De Fe tem 21 anúncios ativos, o mais antigo com 132,3 d. 'Juegos Bíblicos para Niños' está há 64,2 d. Book Digital (EUR) tem 6 anúncios de 'La Misa explicada para niños'. Papel y Fe (BRL) também aparece. Fusão de duas ideias da rodada de lacunas (escola dominical e material católico).","Nenhuma forte. Fora do nicho renda extra (uso próprio de professor ou catequista). E5 leve: 52 aulas de qualidade em 14 dias exigem IA e revisão. No católico, o ticket observado fica abaixo de US$5; chegar a US$5–12 exige pacote maior com bumps.",lacunas,sim (E0),"Material de escola dominical e catequese é recurso de uso próprio de professor ou catequista, que muitas vezes é voluntário, sem ângulo de renda. O anúncio vende tempo poupado, não produção para venda.",https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=MX&q=escuela%20dominical&search_type=keyword_unordered | https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=MX&q=catequesis%20material%20imprimible&search_type=keyword_unordered | https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=MX&q=juegos%20imprimibles&search_type=keyword_unordered
L58,"Pack de dinâmicas prontas para ministérios e grupos (mulheres, jovens, células, encontros)",Material cristão / kit para líderes de grupo,"De 230 a 280 dinâmicas prontas, uma por página, para quem conduz encontros de grupo (ministério feminino, jovens, células). PDF imediato.",ES em USD e BRL (países não identificados individualmente),https://www.facebook.com/ads/library/?id=1448393503806981 | https://www.facebook.com/ads/library/?id=1428392392568137 | https://www.facebook.com/ads/library/?id=1105096708599235 | https://www.facebook.com/ads/library/?id=1501986058430305 | https://www.facebook.com/ads/library/?id=1619929066543936 | https://www.facebook.com/ads/library/?id=1087553573757931,não visto,5,"12,3 (KitListo)",20,'dinámicas bíblicas' = 190,"ES: entrada recente, com arbitragem BR→ES. PT não verificado.",Ferramenta pronta ('230 dinámicas listas') e facilidade para o líder.,"Carmen Rodríguez (BRL) tem 3 anúncios há 0,2 d ('280 dinámicas bíblicas para el Ministerio Femenino'). Leticia Mariane (BRL) tem 2 ('230 dinámicas listas, una por página'). Momento con Cristo (USD) tem 20 anúncios num lote de 0,4 d. Luz de la Palabra (BRL) tem 5 há 1,1 d ('Recibe tu material primero, paga después'). KitListo (USD) tem 10 há 12,3 d ('Dinámicas para abrir la conversación', 'Renová las propuestas de tu grupo'; alega '+1.200 compras', não verificado). Vários anunciantes BRL sugerem uma oferta que já roda no Brasil e está sendo traduzida.","E3 se copiar o modelo 'paga depois', que exige cobrança humana por WhatsApp. Fora isso, nenhuma.",lacunas,sim (E0),"As dinâmicas servem ao próprio líder de ministério ou célula para conduzir o grupo. É uso próprio, sem produção ou revenda para ganhar dinheiro.",https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=MX&q=din%C3%A1micas%20b%C3%ADblicas&search_type=keyword_unordered
L59,"Kit de atividades imprimíveis para crianças (motricidade, leitura, pré-escola, emoções)",Imprimível infantil (uso próprio dos pais),"PDF com centenas de atividades para imprimir (recorte, traçado, lectoescrita, inglês, emoções) para pais de crianças de 3 a 8 anos.","PE (PEN), MX, CO, CL, BO, AR, US (USD); vários anunciantes BRL",https://www.facebook.com/ads/library/?id=2018364095511500 | https://www.facebook.com/ads/library/?id=1573902850908377 | https://www.facebook.com/ads/library/?id=1735363790907272 | https://www.facebook.com/ads/library/?id=2138688613526775 | https://www.facebook.com/ads/library/?id=1390149302755115 | https://www.facebook.com/ads/library/?id=2093267178061956 | https://www.facebook.com/ads/library/?id=27892510343761988,"US$9,99 ('Inglés divertido para niños', Emily Carter/BRL); ~US$4,3 ('Todo por solo 30 Bolivianos', Mega Kits Digitales). Hotmart não verificado.",20 ou mais (distintos nos três termos buscados),"50,0 (Mundo Mini Creativo)",14,'actividades imprimibles para niños' = 594; 'juegos imprimibles' = 382; 'caligrafía para niños' = 486,"ES: saturada, com arbitragem BR→ES.","Resultado para o filho ('10 minutos por día, sin pantallas', 'motricidad fina').","Mundo Mini Creativo (PEN) tem 7 anúncios, o mais antigo com 50,0 d ('345 actividades listas para imprimir'). Maestro PDF (USD) tem 14 há 9,2 d ('+ 872 copias vendidas', alegação). Aprendo a Leer en Casa (USD) tem 7 há 10,7 d. Também aparecem LittlePrint Kids, Pequeños pasos grandes habilidades, La escuela puede esperar, Educa Mentes, Grupo Educare, Mary Cakes (BRL) e Su Profe Alice (BRL).","Nenhuma eliminatória. Fora do nicho renda extra; o mercado parece saturado, com muitos anunciantes e arbitragem BR→ES.",lacunas,sim (E0),"O kit é comprado por pais para os próprios filhos, e o anúncio observado vende resultado para a criança ('10 minutos por día, sin pantallas'). É uso próprio, fora do nicho renda extra.",https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=MX&q=actividades%20imprimibles%20para%20ni%C3%B1os&search_type=keyword_unordered | https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=MX&q=juegos%20imprimibles&search_type=keyword_unordered | https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=MX&q=caligraf%C3%ADa%20para%20ni%C3%B1os&search_type=keyword_unordered
L60,Casos de mistério / jogo de detetive imprimível para crianças (5 a 12 anos),Jogo imprimível infantil,"20 casos de mistério em PDF, com 10 casos bônus e mais de 150 desafios, para a criança resolver como detetive. Download imediato.",ES em USD (países não identificados),https://www.facebook.com/ads/library/?id=3508835569320914 | https://www.facebook.com/ads/library/?id=2411230622951489 | https://www.facebook.com/ads/library/?id=1602178087950250,não visto,1,"6,3 (limite inferior, por causa da rotação diária)",53,dentro de 'juegos imprimibles' = 382; 'juego de misterio para fiestas' = 7,ES: um único anunciante visível. PT não verificado.,Produto e alternativa à tela para os pais.,"Mentes Magicas tem 53 anúncios ativos (50+), todos com o título '20 casos de misterio · 10 + 10 bonus · +150 desafíos - 5 a 12 años'. É um único anunciante com volume alto de variações; a demanda pode ser de um único funil. A versão adulta ('juego de misterio para fiestas', 7 resultados) não mostrou demanda em ES, em linha com o L14 (jogos de festa sem kits digitais na ES).",E5 leve: 20 casos coerentes em 14 dias pedem IA e revisão. Nenhuma eliminatória forte.,lacunas,sim (E0),"Os casos de mistério são comprados por pais para os próprios filhos como alternativa à tela. É uso próprio, sem ângulo de revenda nos anúncios observados.",https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=MX&q=juegos%20imprimibles&search_type=keyword_unordered | https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=MX&q=juego%20de%20misterio%20para%20fiestas&search_type=keyword_unordered
L61,Material didático pronto para professores (planejamentos e fichas por série e matéria),Kit B2B para docentes,"Planejamentos, fichas e sessões de aula prontas por matéria e série (Química, Biologia, Educação Física, leitura), em PDF e Word editáveis.","PE (PEN), CL (CLP), MX (MXN), GT (Q), US/multi (USD)",https://www.facebook.com/ads/library/?id=1376943264066797 | https://www.facebook.com/ads/library/?id=1964792297442837 | https://www.facebook.com/ads/library/?id=2623986861404642 | https://www.facebook.com/ads/library/?id=1410178377961810 | https://www.facebook.com/ads/library/?id=920172467491245 | https://www.facebook.com/ads/library/?id=1033669472840767,"Q35 (~US$4,5, 'Clases de Biología más dinámicas', Aventuras Didácticas); 'Aula Digital Pro 70% DE DESCUENTO' (CLP, valor não visto). Hotmart não verificado.",10 ou mais,"18,3 (Mentes Activas)",18,'fichas didácticas' ES = 122,"ES: 10 ou mais anunciantes, fragmentados por país e currículo. PT não verificado.","Ferramenta e tempo poupado ('Planifica Fácil y Rápido', '¡Ahorra horas preparando tus clases!').","Numa busca combinada de 4 páginas (82 anúncios): Docentes Proactivos tem ~18 anúncios há 14,5 d; Mentes Activas tem 15 ou mais há 18,3 d; Mat Store tem 11 ou mais há 8,3 d; Aventuras Didácticas tem 10 ou mais há 0,3 d ('Impulso Lector 2026', CLP). Também aparecem Profe Listo, Material Digital 2026, Banco Educativo, Perú EduEbooks e Mi apoyo maestro PERU.",E5: o currículo muda por país. Fora do nicho renda extra.,lacunas,sim (E0),Planejamentos e fichas de aula são ferramenta profissional de uso próprio do docente para poupar tempo. Não servem para produzir e vender (recurso para o próprio trabalho).,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=MX&q=fichas%20did%C3%A1cticas&search_type=keyword_unordered
L62,"Kit de recursos clínicos prontos para psicólogos e terapeutas (sessões, TCC, luto, casal, infantojuvenil)",Kit B2B para profissionais de saúde mental,"Biblioteca de sessões prontas, fichas, dinâmicas e manuais (TCC, luto, terapia de casal, infantojuvenil) para o profissional usar em consulta. PDF imediato.","CO (COP), AR (ARS), MX, US/multi (USD); vários anunciantes BRL",https://www.facebook.com/ads/library/?id=1854360698925248 | https://www.facebook.com/ads/library/?id=1416499280448246 | https://www.facebook.com/ads/library/?id=1421725576175719 | https://www.facebook.com/ads/library/?id=1220387237834319 | https://www.facebook.com/ads/library/?id=2308110220024015 | https://www.facebook.com/ads/library/?id=1540615841445336 | https://www.facebook.com/ads/library/?id=1639534567689869,"US$5 ('¡Todo por solo 5 dólares!', Paola García/BRL). Outros preços não vistos.",12 ou mais,"4,6",6,'recursos terapéuticos para psicólogos' ES = 114; 'plantillas para psicólogos' = 43 (ver L34),"ES: entrada recente, com arbitragem BR→ES.","Ferramenta pronta ('Sesión Lista!', 'Quiero mejorar mis sesiones').","Psicología Sincera tem 3 anúncios há 4,6 d ('100 SESIONES TERAPÉUTICAS LISTAS'). Biblioteca Clínica Infantojuvenil (BRL) tem 6 há 4,6 d. Kit de Herramientas Terapéuticas (BRL) tem 3 há 4,1 d. Nebulosa Creativa tem 6 ('Todo en un Solo Manual de TCC'). Campo Psi Recursos (ARS) tem 4 há 1,1 d. Também aparecem Psicología & Recursos ('KIT DE TERAPIA DE PAREJA', COP), Kit Duelo (BRL) e Digital Books & Ideas ('+300 compras', alegação). Os anúncios são jovens (menos de 5 d), mas há muitos anunciantes, vários em BRL, o que sugere arbitragem BR→ES. Confirma o que o L34 viu: na ES, o que se vende a psicólogos são ferramentas clínicas, não posts.",Risco de política de saúde na Meta. E5 (o conteúdo técnico precisa de revisão por profissional). Fora do nicho renda extra.,lacunas,sim (E0),"É recurso clínico para a própria consulta do psicólogo, caso citado explicitamente como fora do escopo. Também traria risco de política de saúde e exigiria revisão profissional (E5).",https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=MX&q=recursos%20terap%C3%A9uticos%20para%20psic%C3%B3logos&search_type=keyword_unordered | https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=MX&q=plantillas%20para%20psic%C3%B3logos&search_type=keyword_unordered
L63,"Pack de formatos e contratos editáveis para PMEs (RH, trabalhista, jurídico)",Kit B2B de documentos editáveis,"Mais de 300 modelos de Word e Excel prontos (contratos, formatos trabalhistas, RH, compêndio legal) para pequenos negócios preencherem.","MX (MXN), CO (COP), PE (PEN)",https://www.facebook.com/ads/library/?id=930229583043672 | https://www.facebook.com/ads/library/?id=1753818052575280 | https://www.facebook.com/ads/library/?id=1813594039635422 | https://www.facebook.com/ads/library/?id=2089582198435883 | https://www.facebook.com/ads/library/?id=1927845371477239 | https://www.facebook.com/ads/library/?id=694206793755159,"MXN 299 (~US$16, 'Más de 300 formatos por $299 MXN', Documentum); MXN 99 ('+11,000 Formatos editables + Cursos en video + Libros pdf', Media Center México)",6 ou mais,"309,9 (Línea de Aprendizaje, produto não identificado); Documentum 1,1",5,'formatos editables contratos' ES = 42,não verificado,Ferramenta com preço baixo no título.,"Documentum tem 3 anúncios há 1,1 d. Trinchera RH anuncia 'RH Sin miedo + 37 Recursos'. Há anúncios muito longevos ainda ativos, mas com produto não identificado: Recursos digitales com 103,1 d, Línea de Aprendizaje com 309,9 d e Digital Education ('Super Compendio Legal') com 308,7 d.","E4 (a oferta da Media Center, '+11.000 formatos + cursos', tem cara de PLR). Risco jurídico (modelos desatualizados por país). Fora do nicho renda extra.",lacunas,sim (E0),"Os formatos e contratos são para uso interno da própria PME, não para ela produzir e vender. Também há suspeita de E4: a variante '+11.000 formatos + cursos' tem cara de PLR.",https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=MX&q=formatos%20editables%20contratos&search_type=keyword_unordered
L64,Kit ou ferramenta para criar e vender ebooks e livros de colorir com IA,Ferramenta/curso para renda extra (sinalizar E1/E2),"Prompts, templates e passo a passo para gerar ebooks ou livros de colorir com IA e vendê-los. O que se vê no mercado é majoritariamente curso de uma criadora.",ES em USD; EUR (Consciencia Emprendedora),https://www.facebook.com/ads/library/?id=1602948634557244 | https://www.facebook.com/ads/library/?id=1939300746736674 | https://www.facebook.com/ads/library/?id=1397240345233117 | https://www.facebook.com/ads/library/?id=2116889805601436,não visto,3,"102,1 (Paula Fukuda Content Creator)",118 (duas páginas da mesma criadora),'libros para colorear para vender' ES = 46,não verificado,"Promessa de criar e vender (ganho), não a ferramenta.","Paula Fukuda Content Creator anuncia 'Crea tu ebook hoy' há 102,1 d. A página Paula Fukuda roda o mesmo título há 28,7 d, com outros títulos de curso para criadores. As duas páginas somam 118 anúncios. Consciencia Emprendedora tem 1 anúncio ('Accede al ebook creator pro', EUR). Dayanne Personalizados (BRL) tem mais de 20 anúncios sem título, com produto não identificado.","E1 (curso de uma criadora, depende de gente real). E2 (a promessa de ganho é o motivo da compra).",lacunas,sim (E1),"O que o mercado mostra é curso de uma criadora (Paula Fukuda, 118 anúncios), apoiado na autoridade dela. O ângulo observado vende 'crear y vender', ou seja, o ganho e não a ferramenta, então também cai em E2. Um pack de prompts sozinho ainda tende a ser barrado na Hotmart como produto de baixo valor/PLR.",https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=MX&q=libros%20para%20colorear%20para%20vender&search_type=keyword_unordered
L65,(Registro E1) Curso de criar músicas com IA para vender,Curso (sinalizar E1),Curso que ensina a produzir canções com IA para vender como presente. Entra como registro de eliminatória; o produto B2C correspondente é o L38.,ES (USD),https://www.facebook.com/ads/library/?id=929866986846204,não visto,1,"cerca de 4,5",45,"não refeito ('canción personalizada' = 4.003–4.235, ver L38)",ver L38,Promessa de ganho com uma habilidade nova.,"Music Creator Pro tem cerca de 45 anúncios ou mais, o mais antigo com cerca de 4,5 d ('Crea música con IA desde cero'). Dados reaproveitados de fase1_meta_servicos, não remedidos nesta rodada.",E1 (curso com expert). E2 (promete ganho).,lacunas (dados de fase1_meta_servicos),sim (E1),"É curso com expert ('Crea música con IA desde cero'): depende de gente real, e o núcleo é aula, não ferramenta. O anúncio vende promessa de ganho com uma habilidade nova, então também cai em E2. O produto B2C correspondente já está registrado no L38.",https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=MX&q=canci%C3%B3n%20personalizada&search_type=keyword_unordered
L66,Gerador web de video-invitación (MP4 personalizado) com licença para vender convites em vídeo,Ferramenta de revenda (vídeo personalizado),"Editor web: a pessoa escolhe um modelo animado (XV, boda, infantil, baby shower), digita nomes, data, fotos e baixa o MP4 na hora (render Remotion). Usa para o próprio evento ou vende convites em vídeo a clientes.","MX, PE, CO; BR como espelho",https://www.facebook.com/ads/library/?id=28668551599495122 | https://www.facebook.com/ads/library/?id=1950759622550013 | https://www.facebook.com/ads/library/?id=1412094170985815 | https://www.facebook.com/ads/library/?id=1084722294422694 | https://hotmart.com/es/marketplace/productos/pack-de-190-video-invitaciones-digitales-para-cumpleanos/N84722082H | https://hotmart.com/es/marketplace/productos/negocio-de-invitaciones-infantiles-de-principiante-a-experto/I86554392L,"Someri MXN 99–119,20; vídeo ao consumidor $350 MXN (~US$19); packs Hotmart não verificados",5,"38,3 (BR, 'CONVITES CINEMATOGRÁFICOS'); ES 21,4 (Web Online)",,,,Demo do vídeo sendo gerado; ângulo duplo (própria festa / vender).,"Há 2 packs na Hotmart. Anunciantes B2C: Den y Lastra, InviVideo CUU, Angie, Video invitaciones Reina. No BR, a Convitia vende 'convites cinematográficos'.","E3 leve: custo de render ~US$0,01–0,05/vídeo (estimativa do juiz), exige cota por licença.",reformulação de L05,não (reformulação da Fase 2),Reformulação criada na Fase 2 (sugestão do juiz das eliminatórias): versão FERRAMENTA de ideia(s) observada(s) no mercado. Herda a evidência do(s) pai(s); a demanda da versão ferramenta em si NÃO foi medida.,
L67,"Gerador de kit de festa personalizado (nome, idade e tema aplicados em convite, topo de bolo, etiquetas → PDF)",Ferramenta (papelaria de festa personalizada),"Editor web: escolhe o tema, digita nome e idade da criança e recebe o kit inteiro (convite, topo, etiquetas, bandeirinhas) em PDF pronto para imprimir. Ângulo duplo: a mãe faz a própria festa ou monta kits para vender.","MX, CO, AR, CL, PE, EC, US; muitos operadores BRL",https://www.facebook.com/ads/library/?id=1322083110140484 | https://www.facebook.com/ads/library/?id=2072230433424563 | https://www.facebook.com/ads/library/?id=1043999145023859 | https://www.facebook.com/ads/library/?id=1579502953724620 | https://www.facebook.com/ads/library/?id=2155772475373199,"US$3,7–17 (CLP 3.500; Hotmart US$5–10; 'Kits para fiestas editables' US$17; MXN 89) | topos: BR R$1,49 (20 mil topos, front-end); R$3,99 (Kit Festa na Mesa)",12 (kit festa) + 4 (topos),"81,2 (DecoKit Shop; 90,2 em outra medição); cienacres.imprimibles tem 468 (ver L10)",,,,"Demo: nome digitado aparece em todas as peças; ""festa pronta em 5 minutos"".","DecoKit Shop tem 160 anúncios ativos e ~12 ângulos ('Crea toda la fiesta en Canva'). No BR, Festa 550 tem 17 há 35,7 d. Fiesta en Casa (BRL) usa 'Crea tu fiesta sin ser decoradora'. | Na ES, o digital se resume a Emilia Creativa (2 anúncios há 11,5 d) e Activa Academy. A maior parte dos anúncios de topper é de confeitaria física.",PI: temas não podem usar personagens licenciados.,reformulação de L09 + L12,não (reformulação da Fase 2),Reformulação criada na Fase 2 (sugestão do juiz das eliminatórias): versão FERRAMENTA de ideia(s) observada(s) no mercado. Herda a evidência do(s) pai(s); a demanda da versão ferramenta em si NÃO foi medida.,
L68,"Editor de artes para presentes personalizados (quadro/ímã/caneca de casal, mapa estelar, datas) + calculadora de preço",Ferramenta para quem vende personalizados físicos,"Editor web no DNA do Mimo: nomes, data, foto, mapa das estrelas → arte em alta resolução pronta para imprimir/sublimar, com licença comercial e calculadora de custo e preço para vender localmente.",não verificado,https://pay.hotmart.com/M104164269T | https://pay.hotmart.com/N103896032H | https://pay.hotmart.com/B101865987D | https://www.facebook.com/ads/library/?id=1091840433262853 | https://www.facebook.com/ads/library/?id=1049814401232568,"US$3,90 (Pack 30 Plantillas Cuadros en Pareja)","não verificado (templates) / 2 (mapa estelar, físico)","6,8",,,,Demo da arte sendo gerada e do produto físico final.,"Há só 2 ou 3 produtos na Hotmart. O DNA é parecido com o do Mimo, no lado físico. | Star Registration e Astrography somam ~231 anúncios, ambos com produto físico.",Nenhuma forte; demanda ES não verificada.,reformulação de L56 + L52,não (reformulação da Fase 2),Reformulação criada na Fase 2 (sugestão do juiz das eliminatórias): versão FERRAMENTA de ideia(s) observada(s) no mercado. Herda a evidência do(s) pai(s); a demanda da versão ferramenta em si NÃO foi medida.,
L69,Editor de cardápio digital com QR e pedido por WhatsApp para quem vende comida em casa,Ferramenta para micronegócio de comida caseira,"A pessoa que vende comida/sobremesa em casa monta o próprio cardápio digital (fotos, preços, combos), recebe link + QR e pedidos formatados no WhatsApp. Bumps: artes de promoção, calculadora de custo.","MX, AR, CO, PE",https://www.facebook.com/ads/library/?id=2161817697787903 | https://www.facebook.com/ads/library/?id=1834916980858375 | https://www.facebook.com/ads/library/?id=1467921485204409 | https://hotmart.com/es/marketplace/productos/menu-app-qr-para-restaurantes/D64832885T | https://hotmart.com/es/marketplace/productos/carta-virtual/V68221977S | https://www.facebook.com/ads/library/?id=1418570293571960 | https://www.facebook.com/ads/library/?id=2132493034287794,"US$6,99 (LX Diseño Web); MXN 1.500 pagamento único","12 (majoritariamente SaaS ou agências) (menu QR, maioria SaaS) ; persona: 20 (sobremesas); sazonal: não verificado (3 páginas citadas) anunciantes de receitas para vender",não verificado,,,,Demo do cardápio no celular e do pedido chegando no WhatsApp.,"Os anunciantes são quase todos SaaS B2B. A Hotmart tem pelo menos 3 kits. | persona (L27): Chef Eli tem 32 anúncios, em teste de criativos. É a concorrência mais densa desta fase. O modelo 'Primero recibes y luego pagas' é dominante. No sazonal, o sinal é fraco: 'El Sabor de la Nochebuena' teve 4 anúncios em dez/2025; Academia Dulce Emprende e Chef Camila (conservas) anunciam hoje. Fundid",Concorre com SaaS grátis/baratos; demanda da versão low ticket não verificada.,reformulação de L36 (+ persona L27),não (reformulação da Fase 2),Reformulação criada na Fase 2 (sugestão do juiz das eliminatórias): versão FERRAMENTA de ideia(s) observada(s) no mercado. Herda a evidência do(s) pai(s); a demanda da versão ferramenta em si NÃO foi medida.,
